Company_Name,Long_Term_Beta,Daily_One_Month_Range,Daily_Three_Month_Range,Weekly_One_Year_Range,Weekly_Two_Year_Range,two_Week_Two_Year_Range,Monthly_Two_Year_Range,1_month_return,12_month_return
ZENSARTECH,1.52,2.74,1.27,1.1,1.12,1.38,0.337,16.574585635359114,131.91777855125406
RAINBOW,0.0,-0.0207,-0.246,0.435,0.0,0.0,0.0,16.614094624190862,81.7706527550641
ATLANTAA,1.67,1.77,0.806,2.17,0.875,0.73,1.9,16.62921691208743,51.31196116704827
IBREALEST,2.29,4.45,1.29,1.17,1.69,2.13,2.13,16.68080932718716,154.5370313856337
SPMLINFRA,1.65,1.11,0.835,2.24,1.68,1.77,2.71,16.725359053347937,550.0000420738677
CAREERP,0.256,0.912,0.816,0.184,0.542,0.06,-0.384,16.79252741457292,27.29044762153921
VENUSPIPES,0.0,2.71,0.75,0.057,0.0,0.0,0.0,16.88480211073605,159.01145635218523
TIMETECHNO,0.209,1.89,1.59,1.23,1.09,0.708,1.09,16.921003784494673,221.80477744186535
ELECTCAST,0.887,3.11,1.62,0.552,1.52,1.51,1.65,16.998468606431853,469.1210306341778
TEGA,0.0,0.442,0.58,0.659,0.596,0.585,0.324,17.195308611894493,91.53080198179444
MVGJL,0.0,0.312,0.336,0.0,0.0,0.0,0.0,17.251734920792437,17.7958264981511
SDBL,2.02,4.28,1.4,0.098,1.19,1.54,1.18,17.296685515942258,108.89913082257924
ABB,0.997,1.93,0.733,1.5,0.886,1.1,1.19,17.409366256786672,98.24664484623928
SHILPAMED,1.01,2.71,1.15,0.139,0.608,0.639,0.59,17.553629660206287,112.51338372646104
JSWENERGY,1.1,2.98,1.0,0.172,1.72,1.77,2.61,17.585863706759078,138.68188292989907
LAXMIMACH,0.949,1.58,0.944,0.919,1.08,1.3,1.44,17.6484688808357,72.64003135109527
GEPIL,1.52,4.58,1.66,1.48,1.37,1.7,2.36,17.654209484958734,215.811564767512
AAVAS,0.837,2.09,0.924,0.909,0.901,1.22,0.747,17.704887531453487,-4.372923430043922
ROLLT,2.0,0.343,1.07,0.844,1.4,1.38,2.69,17.857143161248192,57.14286200854265
INFOMEDIA,0.725,-1.62,0.496,-0.11,0.589,0.605,1.57,17.948721501745265,36.63366009424568
NRL,0.0,6.36,2.04,0.735,1.33,1.29,2.41,17.99501419561387,21.9433767328398
ARTEMISMED,1.56,2.61,1.11,0.599,1.55,1.56,2.38,18.035377448744015,171.97964250898926
DPABHUSHAN,0.0,1.31,0.862,0.514,0.702,-0.0118,0.218,18.101183164795163,198.4083177523678
SADBHAV,1.4,1.68,1.43,0.912,1.89,1.84,2.71,18.47246510144825,220.6730740133826
INDOWIND,1.38,1.41,0.369,1.66,1.82,1.84,1.72,18.52732383482741,124.774773923349
GENESYS,-0.296,5.27,2.33,0.705,0.644,1.15,1.0,18.597342612982008,117.17968898076194
ZUARIIND,1.5,3.8,0.976,1.42,1.65,1.93,1.54,18.673223357934138,185.9196668951506
REDTAPE,0.0,3.04,0.865,0.0,0.0,0.0,0.0,18.677651944195095,44.2948196373151
INOXINDIA,0.0,2.12,1.61,0.0,0.0,0.0,0.0,18.754955235960463,51.3006017282569
CELEBRITY,0.647,1.8,0.948,-0.352,1.44,1.07,1.18,18.86227230312908,36.89655435496363
SUDARSCHEM,0.624,2.06,0.897,0.638,1.02,1.05,1.11,18.878901549700007,65.4485609517043
CUBEXTUB,0.48,0.338,0.428,1.48,1.55,1.11,0.191,19.011626132698947,213.95706522922004
ATAM,0.0,0.823,0.516,0.0,0.0,0.0,0.0,19.064749682222917,-10.115406722527394
SIEMENS,0.79,2.24,1.15,0.944,0.626,0.657,0.429,19.11356122579278,68.5202523945867
SHRIPISTON,0.968,3.65,0.91,-0.481,0.3,1.19,1.73,19.188847903524543,279.17095026128226
WEWIN,0.0,4.18,0.603,1.46,1.21,0.862,0.377,19.293484880478175,117.5960504882529
BLUEJET,0.0,1.24,1.06,0.0,0.0,0.0,0.0,19.305079170590627,0.0846652415779345
SALZERELEC,1.21,3.57,0.356,-0.152,1.04,0.855,0.869,19.395535736738132,181.84419222695757
ICIL,1.58,2.58,0.992,0.183,1.52,1.73,1.32,19.41762843922692,231.3375772075724
DOMS,0.0,1.5,0.82,0.0,0.0,0.0,0.0,19.457629816445476,29.05621300631262
MODISONLTD,0.0,4.15,1.77,1.96,1.59,1.68,1.41,19.514275094710793,144.1253231287582
KEYFINSERV,2.16,3.24,1.04,0.459,1.47,1.03,1.07,19.514389961766124,93.6376998667987
ARVSMART,1.23,1.24,1.16,0.32,1.62,1.34,1.33,19.71477749230229,130.7346333086434
DSSL,0.077,6.05,1.2,-0.302,-0.397,-0.991,0.088,19.75510488793732,184.85437570431696
GOACARBON,1.71,3.71,0.359,0.09,1.22,1.39,1.97,19.910853942107757,124.13832424713848
OILCOUNTUB,2.26,1.0,-0.217,-0.0084,1.24,1.36,1.33,19.96880398823335,145.68691182211273
MARKER20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
APARINDS,0.261,0.136,0.92,0.173,0.401,-0.094,-0.374,20.06652097927909,175.22755108294282
ANUP,1.31,0.994,0.275,0.54,0.795,0.794,0.327,20.0966636918742,228.54364986920103
INDUSTOWER,1.26,3.44,1.61,1.71,1.01,0.631,0.494,20.09943979323919,119.27374768973723
INDOSTAR,1.05,2.06,0.805,0.82,1.16,1.18,0.991,20.179484518638667,96.00474446930772
IREDA,0.0,3.3,2.33,-0.604,-0.0391,0.585,-1.82,20.197543106338063,194.0833282470703
SAKSOFT,0.525,0.729,1.18,0.424,1.48,1.02,0.412,20.352750782247288,99.95472383347052
POLICYBZR,0.0,2.85,1.2,0.814,0.59,0.934,0.255,20.40125342543087,112.6601398680926
DMART,0.886,1.02,0.507,1.36,1.32,1.04,1.04,20.46551049680532,26.38685244470606
WEIZMANIND,0.691,4.66,1.28,0.168,1.26,0.777,1.53,20.4948691786775,54.36603517607247
INDSWFTLAB,1.2,1.79,1.06,0.42,0.714,0.632,0.807,20.592385369152584,103.89506659587948
MOLDTECH,0.294,2.64,0.938,0.438,1.06,0.766,-1.07,20.70783164254662,-12.722324156717898
CIGNITITEC,0.056,1.8,1.23,-0.295,0.457,0.572,-0.095,20.731041087235983,70.15442947007546
CENTRUM,1.41,4.86,1.79,1.07,1.44,1.36,1.42,20.853082025333087,105.0938379751791
BHAGYANGR,1.6,5.31,2.03,1.31,1.34,1.65,1.44,21.116380933310815,147.57803683773838
GRAVITA,0.676,4.46,1.4,0.0089,0.874,0.629,-0.357,21.191645613832744,118.50350320794288
JETAIRWAYS,1.56,-2.27,-0.282,-1.82,-0.08,-0.089,-0.162,21.377672983841812,-18.95321317611577
IMFA,1.48,2.95,1.5,0.677,1.26,1.01,0.994,21.43151951853159,155.20166482180682
MUTHOOTFIN,1.02,1.95,1.36,0.905,1.01,1.25,1.08,21.45845348994842,70.77066244828806
VADILALIND,-0.202,3.49,0.689,0.287,0.391,0.0227,-0.0375,21.608380986239233,109.32107868890076
DEEPINDS,0.0,2.15,1.21,0.179,0.863,0.167,-0.259,21.934007758438145,125.58221650014627
GMBREW,1.31,1.6,0.674,0.635,1.02,0.953,-0.0178,22.3341749465309,35.469476593584645
THERMAX,0.33,1.41,0.963,0.523,0.645,0.418,0.15,22.925938796504113,95.19423794546458
HEG,1.29,2.75,1.45,0.876,1.59,1.65,1.78,23.04566557486408,121.53979959774593
SPYL,0.0,1.59,0.268,1.73,0.589,0.665,0.305,23.07692495793746,300.0
SOMICONVEY,1.5,-0.194,0.258,-1.84,0.953,1.2,1.35,23.381959771043046,219.97637953839632
COCHINSHIP,0.716,3.26,0.493,0.707,1.13,1.54,0.942,23.38943807952924,346.2583992064056
ASTEC,1.17,-1.11,-0.282,-0.179,0.602,0.48,0.557,23.427341076470615,-10.04253471257693
PRAENG,1.18,1.8,0.927,-0.184,0.647,0.878,0.078,23.828922864643506,140.3162097649317
TIIL,1.2,4.97,0.746,1.71,1.58,1.44,0.594,24.14656785486559,67.01702627151622
LINDEINDIA,0.617,1.05,1.0,-0.316,0.535,0.435,-0.828,24.35418193394224,68.14022673305108
HERCULES,0.745,0.914,1.04,0.225,1.02,0.615,0.389,24.66681933497739,177.75542671891566
TECHIN,0.0,1.38,0.0223,-1.64,0.325,-0.126,0.818,25.49019607843137,253.59115276882207
BSE,0.994,4.13,1.25,0.878,1.67,1.92,1.48,25.736777335209883,547.0824702091242
EMUDHRA,0.0,3.36,1.01,0.164,0.0,0.0,0.0,26.34920838881057,232.9023056548217
JPASSOCIAT,1.43,1.48,1.13,1.16,1.49,1.52,1.05,26.68539440221012,217.60562732327995
RSSOFTWARE,1.72,1.76,0.896,0.574,1.33,1.45,1.68,27.49469465493673,841.9607723460479
SANGHVIMOV,1.06,3.35,1.47,0.886,0.96,0.979,0.09,27.562279503775635,279.53999679905553
SURANASOL,1.7,2.24,0.494,1.51,1.55,2.15,1.43,27.90697941409797,140.97938618177014
HCL-INSYS,1.17,0.899,1.16,0.15,1.23,1.4,1.33,28.246756423523056,50.19011842532193
SKMEGGPROD,1.36,1.96,1.23,-0.842,1.13,1.46,0.635,28.34967658909721,103.62929746776295
YAARI,2.15,-0.626,0.876,-0.057,1.34,2.18,1.96,28.387094313098537,-32.31292558933343
GEEKAYWIRE,-0.058,1.05,0.834,1.58,1.11,1.08,-0.333,28.61878621644078,258.04370204713496
IZMO,1.15,2.18,0.725,1.08,1.28,1.19,0.619,28.82275940827311,151.11272253420813
EIMCOELECO,0.393,1.05,0.47,2.19,1.45,1.1,0.627,29.236238207110603,394.3199869791667
INDOTECH,1.07,4.7,2.11,2.21,1.56,1.1,1.58,29.71289563176652,627.7125291980082
V2RETAIL,2.01,0.704,0.704,-0.678,1.29,1.18,1.89,29.767322847659823,505.74284825210185
REGENCERAM,0.0,1.75,-0.336,-0.283,0.0,0.0,4.91,29.870126193579104,53.17286396364068
MADHUCON,2.84,3.03,0.142,0.717,0.858,0.374,1.96,30.177517731288884,175.0
TORNTPOWER,0.732,-0.285,0.335,0.531,0.982,0.976,1.67,30.20442166054449,190.07658905207165
HOVS,0.735,2.1,0.742,1.6,1.58,1.37,0.54,31.09806361750962,108.25565522531755
RELINFRA,1.89,5.48,2.39,1.54,1.61,1.32,2.31,31.84825669173968,97.4240461996644
SIMPLEXINF,0.601,2.37,1.16,-0.638,1.37,1.43,1.98,32.0852813151727,226.0590436774504
INDSWFTLTD,0.0,3.15,0.255,1.17,0.584,0.227,0.281,32.40224172074817,148.16754229944954
TRIL,1.78,4.22,1.52,1.13,1.42,0.93,0.89,32.687652468364035,698.2703909840254
VISASTEEL,1.44,-0.247,-0.355,0.055,0.629,0.645,1.46,33.242508199779955,114.4736980797516
DJML,0.0,1.53,0.821,0.233,0.0,0.0,0.0,34.577198866681016,31.295929898858795
BIL,0.872,3.26,0.529,1.65,1.72,2.3,1.62,35.225149691684656,139.51814173221692
ENERGYDEV,1.66,0.452,0.544,2.74,1.75,2.02,0.775,36.76470656983444,52.45902066502892
WEBELSOLAR,1.56,2.51,-0.218,1.17,1.55,1.67,-0.605,39.342375845070656,557.6690431431188
INDRAMEDCO,0.615,2.55,1.34,-0.779,0.867,1.09,1.37,40.843439893331286,196.59368868987696
RPOWER,2.3,2.41,0.896,1.7,1.69,1.97,2.63,41.43166834342339,201.85183239244827
ROLTA,1.38,-0.233,-0.213,0.59,1.4,1.35,2.45,42.3076937184531,200.00000644374532
DIACABS,0.0,0.0156,0.0007,0.0,0.0,0.0,0.0,42.55214900158955,201.3333208133013
MACPOWER,1.4,0.866,0.462,-0.762,0.315,0.551,0.619,42.57309941520468,317.03730787132207
NILASPACES,1.65,2.48,0.801,2.79,1.1,2.38,2.22,46.22640983198598,162.71186016031265
ARVEE,0.0,1.03,-0.229,1.49,0.928,1.69,0.915,47.72727272727273,108.0255968996185
ONELIFECAP,2.39,7.29,1.98,0.864,1.17,0.522,1.38,49.58677790169998,94.62365584046908
MARKER50,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
LOKESHMACH,1.57,2.86,0.842,0.473,1.3,1.42,1.83,50.64112832405287,279.4463081986167
WEL,0.0,2.88,0.463,0.925,1.0,0.692,0.0332,51.29785475388072,262.50559830292224
WEALTH,0.0,-1.53,0.105,-1.05,-0.382,-0.345,0.138,52.56008359456635,145.7912457912458
HITECHGEAR,1.56,5.62,1.69,1.39,1.72,1.34,1.47,65.78119301380814,236.39876995758905
